시도,시군구,발생월,사고건수,사망자수,중상자수,경상자수,부상신고자수
충북,청주시,11,336,1,72,414,19
충북,청주시,12,343,6,65,424,22
충북,충주시,01,86,1,35,103,1
충북,충주시,02,69,0,19,91,0
충북,충주시,03,78,1,12,104,0
충북,충주시,04,103,1,19,124,2
충북,충주시,05,104,6,25,126,3
충북,충주시,06,111,3,26,128,1
충북,충주시,07,83,2,22,100,1
충북,충주시,08,95,1,24,127,2
충북,충주시,09,80,0,22,110,3
충북,충주시,10,120,0,34,146,0
충북,충주시,11,93,0,28,97,4
충북,충주시,12,83,0,23,104,1
충북,제천시,01,48,1,14,53,3
충북,제천시,02,50,0,14,62,7
충북,제천시,03,51,1,18,47,14
충북,제천시,04,77,1,17,73,11
충북,제천시,05,67,1,23,84,5
충북,제천시,06,75,1,19,94,10
충북,제천시,07,73,0,18,100,6
충북,제천시,08,77,2,16,94,10
충북,제천시,09,66,4,19,65,14
충북,제천시,10,75,0,21,109,13
충북,제천시,11,73,0,10,88,9
충북,제천시,12,75,0,16,73,12
충북,보은군,01,10,1,7,10,0
충북,보은군,02,11,0,5,8,0
충북,보은군,03,10,0,8,10,0
충북,보은군,04,11,0,5,13,0
충북,보은군,05,11,2,7,6,0
충북,보은군,06,18,3,7,13,0
충북,보은군,07,11,0,6,9,0
충북,보은군,08,12,2,7,9,0
충북,보은군,09,16,0,9,19,0
충북,보은군,10,9,0,6,12,0
충북,보은군,11,11,0,9,10,0
충북,보은군,12,6,0,5,3,0
충북,옥천군,01,7,0,6,5,1
충북,옥천군,02,16,1,6,18,2
충북,옥천군,03,15,0,8,12,1
충북,옥천군,04,12,0,4,15,0
충북,옥천군,05,16,1,9,13,2
충북,옥천군,06,20,1,8,14,1
충북,옥천군,07,20,1,6,34,0
충북,옥천군,08,15,3,3,14,1
충북,옥천군,09,14,1,9,12,0
충북,옥천군,10,16,0,4,16,0
충북,옥천군,11,25,1,18,20,1
충북,옥천군,12,7,0,4,5,0
충북,영동군,01,5,0,5,1,0
충북,영동군,02,8,0,7,4,0
충북,영동군,03,13,2,4,11,0
충북,영동군,04,13,0,6,11,0
충북,영동군,05,19,1,7,16,0
충북,영동군,06,12,0,10,6,0
충북,영동군,07,10,0,7,9,0
충북,영동군,08,14,0,8,9,0
충북,영동군,09,21,1,10,13,1
충북,영동군,10,11,0,6,6,0
충북,영동군,11,12,1,5,7,0
충북,영동군,12,11,1,5,6,0
충북,진천군,01,33,1,6,36,3
충북,진천군,02,30,1,9,31,0
충북,진천군,03,45,1,8,50,0
충북,진천군,04,51,0,15,58,2
충북,진천군,05,47,0,16,47,0
충북,진천군,06,35,1,9,50,0
충북,진천군,07,29,3,8,28,0
충북,진천군,08,51,3,15,60,0
충북,진천군,09,48,0,15,41,1
충북,진천군,10,52,1,10,63,1
충북,진천군,11,48,3,19,43,2
충북,진천군,12,56,1,10,56,0
충북,괴산군,01,12,2,2,19,1
충북,괴산군,02,12,0,4,16,5
충북,괴산군,03,10,0,3,9,1
충북,괴산군,04,10,0,6,6,1
충북,괴산군,05,14,0,8,15,1
충북,괴산군,06,15,0,7,20,1
충북,괴산군,07,9,0,5,12,1
충북,괴산군,08,15,1,10,28,1
충북,괴산군,09,19,4,5,20,1
충북,괴산군,10,4,1,0,8,0
충북,괴산군,11,12,0,6,12,0
충북,괴산군,12,8,0,4,10,0
충북,음성군,01,35,3,20,29,2
충북,음성군,02,38,2,9,41,6
충북,음성군,03,38,3,17,30,4
충북,음성군,04,39,0,12,47,3
충북,음성군,05,55,3,19,45,11
충북,음성군,06,50,1,20,53,3
충북,음성군,07,35,0,18,33,4
충북,음성군,08,39,1,14,43,3
충북,음성군,09,37,1,12,45,5
충북,음성군,10,50,0,20,62,4
충북,음성군,11,50,1,14,47,6
충북,음성군,12,26,0,8,24,1
충북,단양군,01,4,0,1,5,0
충북,단양군,02,3,0,0,3,0
충북,단양군,03,3,0,0,4,0
충북,단양군,04,12,0,3,14,1
충북,단양군,05,13,0,3,24,0
충북,단양군,06,15,4,4,10,1
충북,단양군,07,13,1,6,20,0
충북,단양군,08,23,0,12,27,2
충북,단양군,09,9,0,4,7,0
충북,단양군,10,15,1,5,16,0
충북,단양군,11,16,0,10,12,0
충북,단양군,12,8,1,5,6,0
충북,증평군,01,12,1,1,15,1
충북,증평군,02,11,1,6,7,0
충북,증평군,03,9,0,2,10,0
충북,증평군,04,12,0,2,10,1
충북,증평군,05,20,0,7,22,0
충북,증평군,06,22,0,6,23,1
충북,증평군,07,10,0,2,13,1
충북,증평군,08,6,1,1,5,0
충북,증평군,09,17,1,6,20,1
충북,증평군,10,14,0,4,14,0
충북,증평군,11,15,1,3,17,0
충북,증평군,12,8,0,3,6,0
충남,천안시,01,257,4,52,311,25
충남,천안시,02,230,1,43,256,31
충남,천안시,03,284,5,77,325,41
충남,천안시,04,274,3,65,283,55
충남,천안시,05,324,5,70,368,53
충남,천안시,06,306,5,69,280,50
충남,천안시,07,287,0,78,278,46
충남,천안시,08,257,3,49,274,35
충남,천안시,09,306,2,61,335,42
충남,천안시,10,291,3,60,284,37
충남,천안시,11,303,8,72,299,35
충남,천안시,12,249,2,51,236,29
충남,아산시,01,111,4,33,129,2
충남,아산시,02,90,4,20,91,0
충남,아산시,03,109,0,28,127,5
충남,아산시,04,121,2,35,118,2
충남,아산시,05,113,2,36,114,0
충남,아산시,06,137,1,39,149,8
충남,아산시,07,104,4,24,111,4
충남,아산시,08,121,3,31,135,2
충남,아산시,09,122,2,29,139,4
충남,아산시,10,132,4,36,150,1
충남,아산시,11,132,3,37,134,10
충남,아산시,12,113,2,29,127,0
충남,보령시,01,22,0,8,24,1
충남,보령시,02,12,0,5,12,0
충남,보령시,03,20,0,7,18,1
충남,보령시,04,17,0,9,18,0
충남,보령시,05,26,0,14,20,0
충남,보령시,06,25,3,9,21,0
충남,보령시,07,24,1,10,44,0
충남,보령시,08,25,1,11,26,0
충남,보령시,09,36,2,19,21,0
충남,보령시,10,30,0,17,28,0
충남,보령시,11,27,1,14,20,1
충남,보령시,12,26,1,10,20,0
충남,공주시,01,19,1,4,23,2
충남,공주시,02,28,1,14,39,2
충남,공주시,03,39,2,15,55,3
충남,공주시,04,26,2,9,43,1
충남,공주시,05,36,4,17,26,3
충남,공주시,06,23,1,11,22,1
충남,공주시,07,21,1,13,35,0
충남,공주시,08,30,0,11,37,2
충남,공주시,09,38,4,11,50,2
충남,공주시,10,42,1,16,50,2
충남,공주시,11,42,1,18,48,2
충남,공주시,12,34,4,12,29,3
충남,서산시,01,52,1,26,47,6
충남,서산시,02,44,2,24,47,1
충남,서산시,03,58,1,26,64,5
충남,서산시,04,64,2,23,60,4
충남,서산시,05,65,2,33,54,1
충남,서산시,06,68,3,32,60,6
충남,서산시,07,47,1,18,50,3
충남,서산시,08,61,0,29,49,0
충남,서산시,09,71,1,27,75,1
충남,서산시,10,71,3,26,104,2
충남,서산시,11,58,4,31,62,3
충남,서산시,12,66,2,15,74,1
충남,금산군,01,6,0,1,6,0
충남,금산군,02,6,2,2,3,0
충남,금산군,03,13,0,7,10,0
충남,금산군,04,18,1,2,21,0
충남,금산군,05,22,0,9,20,0
충남,금산군,06,14,1,6,7,0
충남,금산군,07,19,0,10,13,1
충남,금산군,08,12,0,2,15,2
충남,금산군,09,20,3,7,15,0
충남,금산군,10,17,0,4,25,0
충남,금산군,11,18,2,11,28,0
충남,금산군,12,14,1,6,9,0
충남,태안군,01,13,0,8,9,0
충남,태안군,02,12,0,7,9,1
충남,태안군,03,14,1,10,6,2
충남,태안군,04,21,0,11,19,1
충남,태안군,05,25,0,15,20,1
충남,태안군,06,21,1,14,17,1
충남,태안군,07,21,1,9,23,1
충남,태안군,08,22,1,13,23,0
충남,태안군,09,22,0,5,36,1
충남,태안군,10,29,2,14,27,1
충남,태안군,11,27,0,16,22,2
충남,태안군,12,21,0,13,13,3
충남,논산시,01,19,1,13,13,1
충남,논산시,02,18,0,15,18,1
충남,논산시,03,36,1,10,50,2
충남,논산시,04,34,0,28,28,4
충남,논산시,05,34,0,22,41,4
충남,논산시,06,26,0,10,23,4
충남,논산시,07,32,0,15,23,26
충남,논산시,08,35,0,21,32,1
충남,논산시,09,34,4,21,25,4
충남,논산시,10,25,0,13,27,1
충남,논산시,11,33,1,17,23,5
충남,논산시,12,28,0,9,28,1
충남,부여군,01,11,0,11,4,0
충남,부여군,02,17,1,13,8,0
충남,부여군,03,15,0,13,10,0
충남,부여군,04,18,1,12,16,0
충남,부여군,05,21,0,18,9,0
충남,부여군,06,16,0,15,5,0
충남,부여군,07,19,1,8,18,1
충남,부여군,08,16,0,12,8,0
충남,부여군,09,22,1,18,9,0
충남,부여군,10,25,3,16,11,0
충남,부여군,11,27,2,21,11,0
충남,부여군,12,19,2,8,10,0
충남,서천군,01,18,0,11,23,1
충남,서천군,02,18,0,13,18,0
충남,서천군,03,12,1,7,11,0
충남,서천군,04,18,3,4,29,0
충남,서천군,05,17,0,10,26,0
충남,서천군,06,15,1,7,14,0
충남,서천군,07,18,0,10,20,1
충남,서천군,08,23,2,17,25,1
충남,서천군,09,25,2,14,21,1
충남,서천군,10,20,0,5,20,3
충남,서천군,11,10,2,3,4,1
충남,서천군,12,16,0,4,17,1
충남,청양군,01,8,0,4,6,1
충남,청양군,02,8,0,4,3,1
충남,청양군,03,11,0,6,11,0
충남,청양군,04,21,0,7,18,2
충남,청양군,05,12,3,2,8,0
충남,청양군,06,16,0,11,11,0
충남,청양군,07,15,1,5,16,1
충남,청양군,08,7,0,4,10,0
충남,청양군,09,14,0,10,10,1
충남,청양군,10,11,2,7,6,0
충남,청양군,11,13,1,9,6,0
충남,청양군,12,6,1,2,7,0
충남,홍성군,01,18,1,6,15,0
충남,홍성군,02,24,1,9,18,0
충남,홍성군,03,24,3,6,24,0
충남,홍성군,04,19,0,3,16,0
충남,홍성군,05,26,0,9,28,1
충남,홍성군,06,23,4,4,21,1
충남,홍성군,07,21,0,3,20,3
충남,홍성군,08,28,1,9,28,1
충남,홍성군,09,33,2,14,20,1
충남,홍성군,10,41,1,18,31,1
충남,홍성군,11,28,2,14,18,0
충남,홍성군,12,32,1,10,23,1
충남,예산군,01,20,1,7,21,1
충남,예산군,02,13,0,6,14,1
충남,예산군,03,25,1,8,26,1
충남,예산군,04,22,2,11,25,4
충남,예산군,05,36,4,19,34,1
충남,예산군,06,28,1,9,29,0
충남,예산군,07,25,1,9,21,3
충남,예산군,08,42,2,21,38,2
충남,예산군,09,27,1,9,36,2
충남,예산군,10,35,3,17,22,4
충남,예산군,11,27,1,13,27,2
충남,예산군,12,22,0,11,23,0
충남,당진시,01,53,3,7,63,0
충남,당진시,02,51,1,8,69,1
충남,당진시,03,52,2,12,70,0
충남,당진시,04,46,0,5,71,4
충남,당진시,05,67,2,7,84,1
충남,당진시,06,56,2,12,79,1
충남,당진시,07,54,1,14,69,1
충남,당진시,08,58,2,16,77,0
충남,당진시,09,47,3,9,52,1
충남,당진시,10,62,1,20,86,2
충남,당진시,11,60,4,10,71,2
충남,당진시,12,48,1,15,52,1
충남,계룡시,01,3,0,0,5,0
충남,계룡시,02,8,0,1,15,0
충남,계룡시,03,7,0,1,6,0
충남,계룡시,04,6,0,2,7,0
충남,계룡시,05,5,0,1,12,1
충남,계룡시,06,8,0,3,8,0
충남,계룡시,07,8,0,5,9,1
충남,계룡시,08,7,0,3,5,0
충남,계룡시,09,5,0,1,6,1
충남,계룡시,10,7,0,2,10,3
충남,계룡시,11,10,0,2,10,3
충남,계룡시,12,4,0,1,5,0
전북,전주시,01,166,3,60,167,5
전북,전주시,02,163,1,41,191,1
전북,전주시,03,209,2,37,289,8
전북,전주시,04,190,1,44,237,2
전북,전주시,05,233,4,65,293,4
전북,전주시,06,180,5,38,193,5
전북,전주시,07,190,1,49,221,3
전북,전주시,08,177,1,37,217,0
전북,전주시,09,174,2,52,218,1
전북,전주시,10,171,2,55,177,6
전북,전주시,11,169,1,39,183,10
전북,전주시,12,156,0,45,174,4
전북,군산시,01,91,0,16,103,18
전북,군산시,02,82,4,21,94,16
전북,군산시,03,92,1,18,103,20
전북,군산시,04,94,2,10,102,17
전북,군산시,05,116,1,26,112,7
전북,군산시,06,95,6,23,109,8
전북,군산시,07,76,1,12,89,10
전북,군산시,08,91,1,15,113,6
전북,군산시,09,100,2,24,99,13
전북,군산시,10,89,1,28,78,8
전북,군산시,11,90,4,18,113,13
전북,군산시,12,87,2,22,97,9
전북,정읍시,01,22,3,11,23,2
전북,정읍시,02,23,0,5,30,0
전북,정읍시,03,17,2,7,11,1
전북,정읍시,04,36,0,7,37,1
전북,정읍시,05,29,3,11,26,0
전북,정읍시,06,27,0,12,29,0
전북,정읍시,07,34,0,14,38,0
전북,정읍시,08,30,2,14,37,2
전북,정읍시,09,38,1,18,44,0
전북,정읍시,10,34,2,13,37,1
전북,정읍시,11,37,1,15,36,0
전북,정읍시,12,24,1,9,25,0
전북,남원시,01,17,0,14,10,0
전북,남원시,02,16,0,11,9,0
전북,남원시,03,19,1,11,16,1
전북,남원시,04,17,0,7,11,1
전북,남원시,05,21,1,10,13,1
전북,남원시,06,17,5,5,8,0
전북,남원시,07,12,0,2,12,1
전북,남원시,08,18,0,10,12,0
전북,남원시,09,14,0,12,3,0
전북,남원시,10,14,0,5,18,0
전북,남원시,11,20,0,9,13,1
전북,남원시,12,12,0,6,7,0
전북,김제시,01,12,1,4,9,0
전북,김제시,02,17,0,9,22,0
전북,김제시,03,31,0,14,36,0
전북,김제시,04,21,1,9,22,0
전북,김제시,05,26,2,9,30,1
전북,김제시,06,18,0,5,28,2
전북,김제시,07,19,1,10,14,0
전북,김제시,08,15,1,4,18,0
전북,김제시,09,21,2,3,22,0
전북,김제시,10,30,0,19,32,0
전북,김제시,11,26,1,8,29,0
전북,김제시,12,22,1,10,17,0
전북,완주군,01,28,2,6,29,0
전북,완주군,02,21,1,8,19,0
전북,완주군,03,27,1,7,26,1
전북,완주군,04,16,0,4,19,2
전북,완주군,05,30,2,13,27,0
전북,완주군,06,27,2,14,28,0
전북,완주군,07,21,2,8,20,1
전북,완주군,08,36,2,5,52,1
전북,완주군,09,22,2,7,30,3
전북,완주군,10,33,2,10,34,2
전북,완주군,11,33,2,14,38,0
전북,완주군,12,22,3,4,35,0
전북,진안군,01,9,0,7,10,0
전북,진안군,02,5,0,2,8,0
전북,진안군,03,4,1,0,4,0
전북,진안군,04,7,0,3,6,1
전북,진안군,05,7,0,4,6,0
전북,진안군,06,5,0,3,3,0
전북,진안군,07,5,0,3,1,2
전북,진안군,08,7,0,1,11,0
전북,진안군,09,7,1,7,10,0
전북,진안군,10,8,1,3,6,0
전북,진안군,11,4,0,0,10,0
전북,진안군,12,7,1,4,3,1
전북,무주군,01,9,0,5,6,0
전북,무주군,02,4,0,3,2,0
전북,무주군,03,3,1,0,2,0
전북,무주군,04,7,0,5,4,0
전북,무주군,05,8,0,5,4,0
전북,무주군,06,6,0,6,7,0
전북,무주군,07,5,0,3,4,0
전북,무주군,08,11,1,6,17,0
전북,무주군,09,7,2,1,7,0
전북,무주군,10,7,0,1,13,0
전북,무주군,11,4,0,1,3,0
전북,무주군,12,5,0,1,7,0
전북,장수군,01,2,0,1,1,0
전북,장수군,02,2,0,1,3,0
전북,장수군,03,5,0,4,1,0
전북,장수군,04,1,1,0,0,0
전북,장수군,05,5,1,4,3,0
전북,장수군,06,6,0,3,7,0
전북,장수군,07,4,0,5,4,0
전북,장수군,08,2,2,0,2,0
전북,장수군,09,3,0,1,3,0
전북,장수군,10,1,1,0,0,0
전북,장수군,11,8,1,6,4,0
전북,장수군,12,8,1,5,7,0
전북,임실군,01,4,0,2,4,0
전북,임실군,02,11,1,5,10,0
전북,임실군,03,7,1,1,6,0
전북,임실군,04,4,0,3,5,1
전북,임실군,05,14,0,6,12,0
전북,임실군,06,12,0,6,11,1
전북,임실군,07,6,0,2,9,0
전북,임실군,08,15,1,10,16,0
전북,임실군,09,8,0,5,6,1
전북,임실군,10,7,0,1,27,2
전북,임실군,11,10,1,5,8,0
전북,임실군,12,5,1,1,8,1
전북,순창군,01,8,0,5,4,2
전북,순창군,02,3,0,0,3,2
전북,순창군,03,8,0,1,7,3
전북,순창군,04,14,0,5,12,5
전북,순창군,05,8,1,1,11,2
전북,순창군,06,14,1,3,16,5
전북,순창군,07,7,0,1,8,2
전북,순창군,08,13,3,8,8,2
전북,순창군,09,11,2,7,13,1
전북,순창군,10,16,0,4,15,6
전북,순창군,11,9,0,2,12,2
전북,순창군,12,6,0,2,8,0
전북,고창군,01,7,1,6,1,0
전북,고창군,02,9,2,4,12,0
전북,고창군,03,8,1,4,5,0
전북,고창군,04,8,3,3,3,0
전북,고창군,05,13,0,4,15,0
전북,고창군,06,7,0,3,9,0
전북,고창군,07,14,2,1,13,0
전북,고창군,08,9,0,3,13,0
전북,고창군,09,14,2,4,21,0
전북,고창군,10,11,1,5,11,0
전북,고창군,11,13,2,6,10,0
전북,고창군,12,7,0,0,10,0
전북,부안군,01,7,0,7,5,0
전북,부안군,02,7,0,3,9,0
전북,부안군,03,9,0,7,5,0
전북,부안군,04,17,0,9,15,0
전북,부안군,05,15,0,10,17,0
전북,부안군,06,15,3,7,10,0
전북,부안군,07,15,0,11,15,0
전북,부안군,08,13,1,6,11,0
전북,부안군,09,23,1,10,23,0
전북,부안군,10,20,3,17,7,0
전북,부안군,11,18,2,7,16,0
전북,부안군,12,18,0,11,20,0
전북,익산시,01,61,3,21,72,1
전북,익산시,02,50,2,10,62,1
전북,익산시,03,69,1,24,75,2
전북,익산시,04,57,3,22,43,1
전북,익산시,05,62,4,17,72,3
전북,익산시,06,46,4,17,42,0
전북,익산시,07,50,1,14,80,0
전북,익산시,08,60,0,18,81,0
전북,익산시,09,69,1,15,79,2
전북,익산시,10,58,1,17,64,2
전북,익산시,11,82,0,23,79,0
전북,익산시,12,59,2,11,60,4
전남,목포시,01,97,0,12,131,0
전남,목포시,02,94,0,8,144,5
전남,목포시,03,109,1,13,153,6
전남,목포시,04,101,1,21,147,2
전남,목포시,05,97,0,18,133,11
전남,목포시,06,99,2,15,134,7
전남,목포시,07,102,0,22,110,6
전남,목포시,08,96,2,16,122,8
전남,목포시,09,108,1,13,139,7
전남,목포시,10,110,0,27,144,4
전남,목포시,11,99,1,12,128,11
전남,목포시,12,84,1,19,105,1
전남,여수시,01,120,1,24,132,5
전남,여수시,02,105,3,25,113,8
전남,여수시,03,110,0,27,150,5
전남,여수시,04,116,2,26,133,2
전남,여수시,05,123,3,22,155,5
전남,여수시,06,123,0,35,115,4
전남,여수시,07,125,0,27,135,8
전남,여수시,08,127,1,21,157,7
전남,여수시,09,112,1,28,132,8
전남,여수시,10,137,2,29,148,7
전남,여수시,11,99,1,25,92,8
전남,여수시,12,120,2,23,128,4
전남,순천시,01,102,4,25,124,3
전남,순천시,02,76,1,19,79,5
전남,순천시,03,98,0,26,103,6
전남,순천시,04,80,0,17,103,5
전남,순천시,05,82,0,17,100,4
전남,순천시,06,94,0,29,100,3
전남,순천시,07,102,2,32,112,6
전남,순천시,08,91,3,20,123,7
전남,순천시,09,87,6,22,106,2
전남,순천시,10,95,2,19,115,5
전남,순천시,11,97,2,33,119,10
전남,순천시,12,78,4,18,89,0
전남,나주시,01,46,2,14,50,1
전남,나주시,02,46,0,12,63,3
전남,나주시,03,49,0,13,61,5
전남,나주시,04,49,2,11,64,1
전남,나주시,05,55,0,7,70,1
전남,나주시,06,55,2,13,54,2
전남,나주시,07,63,1,18,82,3
전남,나주시,08,51,3,8,81,2
전남,나주시,09,62,2,15,124,0
전남,나주시,10,55,2,12,64,1
전남,나주시,11,50,1,15,69,3
전남,나주시,12,53,1,8,68,1
전남,광양시,01,46,2,5,51,5
전남,광양시,02,45,0,16,47,8
전남,광양시,03,47,0,15,49,4
전남,광양시,04,66,4,29,67,7
전남,광양시,05,51,1,13,62,10
전남,광양시,06,49,0,15,45,7
전남,광양시,07,52,0,8,46,15
전남,광양시,08,51,0,8,58,4
전남,광양시,09,49,0,7,58,4
전남,광양시,10,57,1,14,55,15
전남,광양시,11,65,0,8,84,4
전남,광양시,12,39,0,10,46,5
전남,담양군,01,15,0,6,17,2
전남,담양군,02,22,3,10,29,0
전남,담양군,03,27,3,8,38,0
전남,담양군,04,17,0,11,21,1
전남,담양군,05,30,0,6,38,0
전남,담양군,06,22,0,8,32,0
전남,담양군,07,23,1,5,31,1
전남,담양군,08,26,2,5,49,0
전남,담양군,09,25,3,7,30,2
전남,담양군,10,24,1,4,34,3
전남,담양군,11,20,1,3,46,0
전남,담양군,12,19,0,9,18,1
전남,곡성군,01,3,0,5,10,0
전남,곡성군,02,7,0,3,8,0
전남,곡성군,03,6,0,3,7,0
전남,곡성군,04,5,2,3,5,0
전남,곡성군,05,10,0,7,13,0
전남,곡성군,06,8,0,3,5,0
전남,곡성군,07,7,1,2,3,1
전남,곡성군,08,7,0,2,9,0
전남,곡성군,09,15,0,11,17,1
전남,곡성군,10,6,1,3,5,0
전남,곡성군,11,13,0,3,15,1
전남,곡성군,12,3,0,2,2,0
전남,구례군,01,7,0,1,12,0
전남,구례군,02,8,0,1,11,0
전남,구례군,03,16,0,8,24,1
전남,구례군,04,13,0,4,16,1
전남,구례군,05,6,0,1,10,1
전남,구례군,06,17,1,6,19,0
전남,구례군,07,11,0,4,12,0
전남,구례군,08,6,1,2,6,0
전남,구례군,09,10,1,2,10,0
전남,구례군,10,8,0,2,6,0
전남,구례군,11,6,0,3,9,0
전남,구례군,12,4,0,1,2,1
전남,고흥군,01,9,0,4,8,1
전남,고흥군,02,8,2,10,3,0
전남,고흥군,03,3,0,2,2,0
전남,고흥군,04,19,1,9,14,0
전남,고흥군,05,11,1,7,3,0
전남,고흥군,06,13,2,10,8,0
전남,고흥군,07,12,0,7,7,0
전남,고흥군,08,15,1,6,14,0
전남,고흥군,09,17,0,8,13,0
전남,고흥군,10,13,3,5,7,0
전남,고흥군,11,11,1,6,6,0
전남,고흥군,12,11,0,5,7,0
전남,보성군,01,16,1,8,18,0
전남,보성군,02,6,0,2,6,0
전남,보성군,03,12,0,4,16,0
전남,보성군,04,12,0,4,14,0
전남,보성군,05,17,2,12,23,0
전남,보성군,06,17,0,6,18,0
전남,보성군,07,9,1,3,6,0
전남,보성군,08,16,0,9,15,1
전남,보성군,09,16,0,7,17,0
전남,보성군,10,7,0,4,3,0
전남,보성군,11,16,0,2,21,0
전남,보성군,12,13,1,6,21,0
전남,화순군,01,11,0,1,16,0
전남,화순군,02,18,0,3,30,2
전남,화순군,03,22,0,6,29,1
전남,화순군,04,26,1,7,31,0
전남,화순군,05,22,2,6,27,0
전남,화순군,06,24,0,13,23,4
전남,화순군,07,19,0,6,18,1
전남,화순군,08,15,1,2,17,1
전남,화순군,09,16,2,3,14,5
전남,화순군,10,26,1,10,27,4
전남,화순군,11,18,0,9,22,1
전남,화순군,12,19,2,7,13,2
전남,장흥군,01,9,0,5,11,0
전남,장흥군,02,17,0,10,18,2
전남,장흥군,03,10,0,5,9,1
전남,장흥군,04,26,0,5,26,3
전남,장흥군,05,16,0,5,16,5
전남,장흥군,06,18,0,8,26,0
전남,장흥군,07,23,2,10,14,1
전남,장흥군,08,23,3,6,23,3
전남,장흥군,09,22,0,12,21,2
전남,장흥군,10,18,0,5,23,0
전남,장흥군,11,16,0,9,14,0
전남,장흥군,12,22,1,6,27,0
전남,강진군,01,19,0,9,20,4
전남,강진군,02,14,0,4,12,2
전남,강진군,03,20,1,6,23,0
전남,강진군,04,29,1,7,36,2
전남,강진군,05,25,2,5,25,2
전남,강진군,06,20,0,7,19,3
전남,강진군,07,28,1,10,27,5
전남,강진군,08,34,1,20,43,7
전남,강진군,09,23,0,7,28,5
전남,강진군,10,24,0,8,25,1
전남,강진군,11,19,1,3,16,7
전남,강진군,12,22,0,7,30,1
전남,해남군,01,8,0,2,9,0
전남,해남군,02,23,2,5,35,0
전남,해남군,03,28,2,13,23,1
전남,해남군,04,15,1,5,13,0
전남,해남군,05,24,0,15,28,0
전남,해남군,06,21,0,13,15,0
전남,해남군,07,23,0,12,21,1
전남,해남군,08,26,1,13,19,4
전남,해남군,09,30,0,11,37,2
전남,해남군,10,24,2,9,17,0
전남,해남군,11,29,1,15,33,1
전남,해남군,12,21,1,4,19,6
전남,영암군,01,20,0,3,28,1
전남,영암군,02,32,0,10,30,1
전남,영암군,03,45,2,11,39,11
전남,영암군,04,44,3,16,47,3
전남,영암군,05,48,1,15,66,9
전남,영암군,06,32,0,7,39,1
전남,영암군,07,33,0,18,43,4
전남,영암군,08,20,1,6,24,0
전남,영암군,09,39,2,13,46,7
전남,영암군,10,32,3,3,43,1
전남,영암군,11,27,0,7,36,2
전남,영암군,12,25,1,10,27,3
전남,무안군,01,28,0,5,35,0
전남,무안군,02,28,2,9,32,1
전남,무안군,03,25,0,8,25,1
전남,무안군,04,29,2,10,36,1
전남,무안군,05,23,0,5,33,0
전남,무안군,06,23,0,6,33,0
전남,무안군,07,20,0,4,31,0
전남,무안군,08,33,1,7,35,1
전남,무안군,09,27,1,4,33,0
전남,무안군,10,34,0,11,29,2
전남,무안군,11,36,1,14,32,1
전남,무안군,12,25,3,9,21,0
전남,함평군,01,5,0,0,4,3
전남,함평군,02,4,0,3,4,0
전남,함평군,03,4,0,1,11,0
전남,함평군,04,16,0,7,17,1
전남,함평군,05,13,0,7,12,2
전남,함평군,06,13,1,3,17,2
전남,함평군,07,10,1,2,13,0
전남,함평군,08,12,1,3,14,0
전남,함평군,09,13,1,3,20,3
전남,함평군,10,12,0,4,19,3
전남,함평군,11,21,0,11,21,8
전남,함평군,12,6,0,3,2,3
전남,영광군,01,11,0,4,14,5
전남,영광군,02,9,0,5,6,0
전남,영광군,03,8,0,2,12,0
전남,영광군,04,7,0,3,7,0
전남,영광군,05,14,0,4,16,0
전남,영광군,06,9,0,3,7,0
전남,영광군,07,7,0,2,8,0
전남,영광군,08,17,1,5,17,0
전남,영광군,09,13,0,9,4,0
전남,영광군,10,13,2,9,9,0
전남,영광군,11,13,0,9,9,3
전남,영광군,12,14,0,3,17,2
전남,장성군,01,10,1,3,11,0
전남,장성군,02,16,2,5,22,2
전남,장성군,03,16,1,4,17,3
전남,장성군,04,17,2,4,21,0
전남,장성군,05,11,0,1,11,0
전남,장성군,06,14,0,9,16,2
전남,장성군,07,15,0,2,20,2
전남,장성군,08,16,0,12,12,0
전남,장성군,09,22,3,10,16,4
전남,장성군,10,15,2,4,16,4
전남,장성군,11,29,2,12,43,1
전남,장성군,12,12,0,7,10,1
전남,완도군,01,8,0,0,9,0
전남,완도군,02,6,0,0,10,0
전남,완도군,03,7,0,4,8,0
전남,완도군,04,10,0,1,14,0
전남,완도군,05,11,1,0,13,0
전남,완도군,06,10,0,5,8,0
전남,완도군,07,13,0,3,19,1
전남,완도군,08,12,0,5,19,0
전남,완도군,09,11,0,3,12,1
전남,완도군,10,12,1,2,13,0
전남,완도군,11,12,1,2,15,0
전남,완도군,12,9,0,2,16,0
전남,진도군,01,8,2,3,3,0
전남,진도군,02,7,1,4,2,0
전남,진도군,03,8,1,4,9,0
전남,진도군,04,4,0,3,1,0
전남,진도군,05,12,0,8,12,0
전남,진도군,06,10,2,2,19,0
전남,진도군,07,8,0,6,5,0
전남,진도군,08,2,0,1,3,0
전남,진도군,09,10,0,6,9,0
전남,진도군,10,9,0,5,6,0
전남,진도군,11,9,0,2,11,0
전남,진도군,12,12,0,5,15,0
전남,신안군,01,9,1,1,15,0
전남,신안군,03,7,0,4,7,0
전남,신안군,04,6,0,3,8,0
전남,신안군,05,10,1,2,12,0
전남,신안군,06,10,1,7,5,0
전남,신안군,07,7,0,3,12,0
전남,신안군,08,9,1,3,10,1
