도시명,위도,경도,사고건수,발생월
서울 종로구,37.5806949,126.9827989,77,1
서울 종로구,37.5806949,126.9827989,56,2
서울 종로구,37.5806949,126.9827989,74,3
서울 종로구,37.5806949,126.9827989,84,4
서울 종로구,37.5806949,126.9827989,61,5
서울 종로구,37.5806949,126.9827989,82,6
서울 종로구,37.5806949,126.9827989,66,7
서울 종로구,37.5806949,126.9827989,89,8
서울 종로구,37.5806949,126.9827989,81,9
서울 종로구,37.5806949,126.9827989,88,10
서울 종로구,37.5806949,126.9827989,90,11
서울 종로구,37.5806949,126.9827989,69,12
서울 중구,37.5636559,126.9975097,87,1
서울 중구,37.5636559,126.9975097,66,2
서울 중구,37.5636559,126.9975097,72,3
서울 중구,37.5636559,126.9975097,98,4
서울 중구,37.5636559,126.9975097,88,5
서울 중구,37.5636559,126.9975097,79,6
서울 중구,37.5636559,126.9975097,67,7
서울 중구,37.5636559,126.9975097,73,8
서울 중구,37.5636559,126.9975097,102,9
서울 중구,37.5636559,126.9975097,97,10
서울 중구,37.5636559,126.9975097,76,11
서울 중구,37.5636559,126.9975097,71,12
서울 용산구,37.5534363,126.9697994,70,1
서울 용산구,37.5534363,126.9697994,58,2
서울 용산구,37.5534363,126.9697994,67,3
서울 용산구,37.5534363,126.9697994,80,4
서울 용산구,37.5534363,126.9697994,79,5
서울 용산구,37.5534363,126.9697994,78,6
서울 용산구,37.5534363,126.9697994,84,7
서울 용산구,37.5534363,126.9697994,78,8
서울 용산구,37.5534363,126.9697994,64,9
서울 용산구,37.5534363,126.9697994,68,10
서울 용산구,37.5534363,126.9697994,77,11
서울 용산구,37.5534363,126.9697994,65,12
서울 성동구,37.5635,127.0365,82,1
서울 성동구,37.5635,127.0365,64,2
서울 성동구,37.5635,127.0365,65,3
서울 성동구,37.5635,127.0365,74,4
서울 성동구,37.5635,127.0365,79,5
서울 성동구,37.5635,127.0365,78,6
서울 성동구,37.5635,127.0365,73,7
서울 성동구,37.5635,127.0365,78,8
서울 성동구,37.5635,127.0365,76,9
서울 성동구,37.5635,127.0365,108,10
서울 성동구,37.5635,127.0365,70,11
서울 성동구,37.5635,127.0365,72,12
서울 동대문구,37.5741982,127.0395092,169,1
서울 동대문구,37.5741982,127.0395092,106,2
서울 동대문구,37.5741982,127.0395092,108,3
서울 동대문구,37.5741982,127.0395092,122,4
서울 동대문구,37.5741982,127.0395092,119,5
서울 동대문구,37.5741982,127.0395092,141,6
서울 동대문구,37.5741982,127.0395092,104,7
서울 동대문구,37.5741982,127.0395092,132,8
서울 동대문구,37.5741982,127.0395092,124,9
서울 동대문구,37.5741982,127.0395092,142,10
서울 동대문구,37.5741982,127.0395092,130,11
서울 동대문구,37.5741982,127.0395092,123,12
서울 성북구,37.59,127.0165,109,1
서울 성북구,37.59,127.0165,89,2
서울 성북구,37.59,127.0165,105,3
서울 성북구,37.59,127.0165,108,4
서울 성북구,37.59,127.0165,122,5
서울 성북구,37.59,127.0165,103,6
서울 성북구,37.59,127.0165,102,7
서울 성북구,37.59,127.0165,106,8
서울 성북구,37.59,127.0165,119,9
서울 성북구,37.59,127.0165,126,10
서울 성북구,37.59,127.0165,101,11
서울 성북구,37.59,127.0165,96,12
서울 도봉구,37.6686,127.0466,39,1
서울 도봉구,37.6686,127.0466,35,2
서울 도봉구,37.6686,127.0466,42,3
서울 도봉구,37.6686,127.0466,47,4
서울 도봉구,37.6686,127.0466,46,5
서울 도봉구,37.6686,127.0466,49,6
서울 도봉구,37.6686,127.0466,53,7
서울 도봉구,37.6686,127.0466,31,8
서울 도봉구,37.6686,127.0466,50,9
서울 도봉구,37.6686,127.0466,43,10
서울 도봉구,37.6686,127.0466,43,11
서울 도봉구,37.6686,127.0466,44,12
서울 은평구,37.6024,126.9293,83,1
서울 은평구,37.6024,126.9293,65,2
서울 은평구,37.6024,126.9293,91,3
서울 은평구,37.6024,126.9293,105,4
서울 은평구,37.6024,126.9293,106,5
서울 은평구,37.6024,126.9293,111,6
서울 은평구,37.6024,126.9293,96,7
서울 은평구,37.6024,126.9293,122,8
서울 은평구,37.6024,126.9293,103,9
서울 은평구,37.6024,126.9293,112,10
서울 은평구,37.6024,126.9293,117,11
서울 은평구,37.6024,126.9293,107,12
서울 서대문구,37.5790747,126.9367861,81,1
서울 서대문구,37.5790747,126.9367861,74,2
서울 서대문구,37.5790747,126.9367861,76,3
서울 서대문구,37.5790747,126.9367861,61,4
서울 서대문구,37.5790747,126.9367861,76,5
서울 서대문구,37.5790747,126.9367861,62,6
서울 서대문구,37.5790747,126.9367861,61,7
서울 서대문구,37.5790747,126.9367861,73,8
서울 서대문구,37.5790747,126.9367861,55,9
서울 서대문구,37.5790747,126.9367861,73,10
서울 서대문구,37.5790747,126.9367861,68,11
서울 서대문구,37.5790747,126.9367861,58,12
서울 마포구,37.566571,126.9015317,94,1
서울 마포구,37.566571,126.9015317,93,2
서울 마포구,37.566571,126.9015317,88,3
서울 마포구,37.566571,126.9015317,87,4
서울 마포구,37.566571,126.9015317,113,5
서울 마포구,37.566571,126.9015317,103,6
서울 마포구,37.566571,126.9015317,115,7
서울 마포구,37.566571,126.9015317,102,8
서울 마포구,37.566571,126.9015317,106,9
서울 마포구,37.566571,126.9015317,98,10
서울 마포구,37.566571,126.9015317,111,11
서울 마포구,37.566571,126.9015317,91,12
서울 강서구,37.5509,126.8497,103,1
서울 강서구,37.5509,126.8497,105,2
서울 강서구,37.5509,126.8497,122,3
서울 강서구,37.5509,126.8497,118,4
서울 강서구,37.5509,126.8497,150,5
서울 강서구,37.5509,126.8497,121,6
서울 강서구,37.5509,126.8497,133,7
서울 강서구,37.5509,126.8497,144,8
서울 강서구,37.5509,126.8497,137,9
서울 강서구,37.5509,126.8497,146,10
서울 강서구,37.5509,126.8497,135,11
서울 강서구,37.5509,126.8497,124,12
서울 구로구,37.4951999,126.8877,104,1
서울 구로구,37.4951999,126.8877,93,2
서울 구로구,37.4951999,126.8877,107,3
서울 구로구,37.4951999,126.8877,109,4
서울 구로구,37.4951999,126.8877,134,5
서울 구로구,37.4951999,126.8877,119,6
서울 구로구,37.4951999,126.8877,108,7
서울 구로구,37.4951999,126.8877,114,8
서울 구로구,37.4951999,126.8877,102,9
서울 구로구,37.4951999,126.8877,117,10
서울 구로구,37.4951999,126.8877,120,11
서울 구로구,37.4951999,126.8877,93,12
서울 영등포구,37.5262,126.8959,145,1
서울 영등포구,37.5262,126.8959,127,2
서울 영등포구,37.5262,126.8959,146,3
서울 영등포구,37.5262,126.8959,157,4
서울 영등포구,37.5262,126.8959,152,5
서울 영등포구,37.5262,126.8959,193,6
서울 영등포구,37.5262,126.8959,159,7
서울 영등포구,37.5262,126.8959,163,8
서울 영등포구,37.5262,126.8959,191,9
서울 영등포구,37.5262,126.8959,199,10
서울 영등포구,37.5262,126.8959,181,11
서울 영등포구,37.5262,126.8959,135,12
서울 동작구,37.5120999,126.9395,78,1
서울 동작구,37.5120999,126.9395,82,2
서울 동작구,37.5120999,126.9395,107,3
서울 동작구,37.5120999,126.9395,119,4
서울 동작구,37.5120999,126.9395,120,5
서울 동작구,37.5120999,126.9395,98,6
서울 동작구,37.5120999,126.9395,97,7
서울 동작구,37.5120999,126.9395,112,8
서울 동작구,37.5120999,126.9395,115,9
서울 동작구,37.5120999,126.9395,113,10
서울 동작구,37.5120999,126.9395,102,11
서울 동작구,37.5120999,126.9395,87,12
서울 관악구,37.4782,126.9518,105,1
서울 관악구,37.4782,126.9518,103,2
서울 관악구,37.4782,126.9518,122,3
서울 관악구,37.4782,126.9518,106,4
서울 관악구,37.4782,126.9518,104,5
서울 관악구,37.4782,126.9518,115,6
서울 관악구,37.4782,126.9518,99,7
서울 관악구,37.4782,126.9518,107,8
서울 관악구,37.4782,126.9518,87,9
서울 관악구,37.4782,126.9518,107,10
서울 관악구,37.4782,126.9518,97,11
서울 관악구,37.4782,126.9518,102,12
서울 강남구,37.5177,127.0473,287,1
서울 강남구,37.5177,127.0473,269,2
서울 강남구,37.5177,127.0473,293,3
서울 강남구,37.5177,127.0473,320,4
서울 강남구,37.5177,127.0473,290,5
서울 강남구,37.5177,127.0473,321,6
서울 강남구,37.5177,127.0473,339,7
서울 강남구,37.5177,127.0473,347,8
서울 강남구,37.5177,127.0473,300,9
서울 강남구,37.5177,127.0473,328,10
서울 강남구,37.5177,127.0473,346,11
서울 강남구,37.5177,127.0473,314,12
서울 강동구,37.53,127.1237,70,1
서울 강동구,37.53,127.1237,105,2
서울 강동구,37.53,127.1237,117,3
서울 강동구,37.53,127.1237,99,4
서울 강동구,37.53,127.1237,121,5
서울 강동구,37.53,127.1237,143,6
서울 강동구,37.53,127.1237,121,7
서울 강동구,37.53,127.1237,132,8
서울 강동구,37.53,127.1237,126,9
서울 강동구,37.53,127.1237,138,10
서울 강동구,37.53,127.1237,133,11
서울 강동구,37.53,127.1237,123,12
서울 송파구,37.5145,127.1058,186,1
서울 송파구,37.5145,127.1058,154,2
서울 송파구,37.5145,127.1058,222,3
서울 송파구,37.5145,127.1058,189,4
서울 송파구,37.5145,127.1058,232,5
서울 송파구,37.5145,127.1058,226,6
서울 송파구,37.5145,127.1058,195,7
서울 송파구,37.5145,127.1058,220,8
서울 송파구,37.5145,127.1058,224,9
서울 송파구,37.5145,127.1058,207,10
서울 송파구,37.5145,127.1058,236,11
서울 송파구,37.5145,127.1058,209,12
서울 서초구,37.4835,127.0322,171,1
서울 서초구,37.4835,127.0322,131,2
서울 서초구,37.4835,127.0322,157,3
서울 서초구,37.4835,127.0322,164,4
서울 서초구,37.4835,127.0322,163,5
서울 서초구,37.4835,127.0322,168,6
서울 서초구,37.4835,127.0322,181,7
서울 서초구,37.4835,127.0322,158,8
서울 서초구,37.4835,127.0322,183,9
서울 서초구,37.4835,127.0322,217,10
서울 서초구,37.4835,127.0322,167,11
서울 서초구,37.4835,127.0322,167,12
서울 양천구,37.5171,126.8663,89,1
서울 양천구,37.5171,126.8663,83,2
서울 양천구,37.5171,126.8663,94,3
서울 양천구,37.5171,126.8663,106,4
서울 양천구,37.5171,126.8663,122,5
서울 양천구,37.5171,126.8663,102,6
서울 양천구,37.5171,126.8663,126,7
서울 양천구,37.5171,126.8663,104,8
서울 양천구,37.5171,126.8663,95,9
서울 양천구,37.5171,126.8663,120,10
서울 양천구,37.5171,126.8663,112,11
서울 양천구,37.5171,126.8663,121,12
서울 중랑구,37.6063,127.093,74,1
서울 중랑구,37.6063,127.093,90,2
서울 중랑구,37.6063,127.093,99,3
서울 중랑구,37.6063,127.093,92,4
서울 중랑구,37.6063,127.093,103,5
서울 중랑구,37.6063,127.093,118,6
서울 중랑구,37.6063,127.093,96,7
서울 중랑구,37.6063,127.093,123,8
서울 중랑구,37.6063,127.093,94,9
서울 중랑구,37.6063,127.093,115,10
서울 중랑구,37.6063,127.093,91,11
서울 중랑구,37.6063,127.093,104,12
서울 노원구,37.654,127.0567,101,1
서울 노원구,37.654,127.0567,95,2
서울 노원구,37.654,127.0567,109,3
서울 노원구,37.654,127.0567,100,4
서울 노원구,37.654,127.0567,121,5
서울 노원구,37.654,127.0567,129,6
서울 노원구,37.654,127.0567,95,7
서울 노원구,37.654,127.0567,123,8
서울 노원구,37.654,127.0567,107,9
서울 노원구,37.654,127.0567,120,10
서울 노원구,37.654,127.0567,102,11
서울 노원구,37.654,127.0567,86,12
서울 광진구,37.5384,127.0828,44,1
서울 광진구,37.5384,127.0828,65,2
서울 광진구,37.5384,127.0828,72,3
서울 광진구,37.5384,127.0828,57,4
서울 광진구,37.5384,127.0828,84,5
서울 광진구,37.5384,127.0828,93,6
서울 광진구,37.5384,127.0828,53,7
서울 광진구,37.5384,127.0828,56,8
서울 광진구,37.5384,127.0828,72,9
서울 광진구,37.5384,127.0828,65,10
서울 광진구,37.5384,127.0828,64,11
서울 광진구,37.5384,127.0828,60,12
서울 강북구,37.6395,127.0255,67,1
서울 강북구,37.6395,127.0255,62,2
서울 강북구,37.6395,127.0255,77,3
서울 강북구,37.6395,127.0255,76,4
서울 강북구,37.6395,127.0255,73,5
서울 강북구,37.6395,127.0255,68,6
서울 강북구,37.6395,127.0255,72,7
서울 강북구,37.6395,127.0255,70,8
서울 강북구,37.6395,127.0255,75,9
서울 강북구,37.6395,127.0255,78,10
서울 강북구,37.6395,127.0255,91,11
서울 강북구,37.6395,127.0255,68,12
서울 금천구,37.4565,126.8954,73,1
서울 금천구,37.4565,126.8954,52,2
서울 금천구,37.4565,126.8954,72,3
서울 금천구,37.4565,126.8954,61,4
서울 금천구,37.4565,126.8954,62,5
서울 금천구,37.4565,126.8954,76,6
서울 금천구,37.4565,126.8954,71,7
서울 금천구,37.4565,126.8954,68,8
서울 금천구,37.4565,126.8954,51,9
서울 금천구,37.4565,126.8954,69,10
서울 금천구,37.4565,126.8954,69,11
서울 금천구,37.4565,126.8954,74,12
부산 중구,35.106501,129.0325814,25,1
부산 중구,35.106501,129.0325814,22,2
부산 중구,35.106501,129.0325814,36,3
부산 중구,35.106501,129.0325814,31,4
부산 중구,35.106501,129.0325814,28,5
부산 중구,35.106501,129.0325814,29,6
부산 중구,35.106501,129.0325814,29,7
부산 중구,35.106501,129.0325814,28,8
부산 중구,35.106501,129.0325814,32,9
부산 중구,35.106501,129.0325814,31,10
부산 중구,35.106501,129.0325814,37,11
부산 중구,35.106501,129.0325814,28,12
부산 서구,35.0974999,129.0241,32,1
부산 서구,35.0974999,129.0241,39,2
부산 서구,35.0974999,129.0241,28,3
부산 서구,35.0974999,129.0241,36,4
부산 서구,35.0974999,129.0241,43,5
부산 서구,35.0974999,129.0241,38,6
부산 서구,35.0974999,129.0241,35,7
부산 서구,35.0974999,129.0241,31,8
부산 서구,35.0974999,129.0241,38,9
부산 서구,35.0974999,129.0241,34,10
부산 서구,35.0974999,129.0241,37,11
부산 서구,35.0974999,129.0241,33,12
부산 동구,35.1155532,129.0425868,34,1
부산 동구,35.1155532,129.0425868,35,2
부산 동구,35.1155532,129.0425868,39,3
부산 동구,35.1155532,129.0425868,42,4
부산 동구,35.1155532,129.0425868,42,5
부산 동구,35.1155532,129.0425868,39,6
부산 동구,35.1155532,129.0425868,51,7
부산 동구,35.1155532,129.0425868,45,8
부산 동구,35.1155532,129.0425868,48,9
부산 동구,35.1155532,129.0425868,46,10
부산 동구,35.1155532,129.0425868,37,11
부산 동구,35.1155532,129.0425868,37,12
부산 영도구,35.0908,129.0678,20,1
부산 영도구,35.0908,129.0678,27,2
부산 영도구,35.0908,129.0678,18,3
부산 영도구,35.0908,129.0678,21,4
부산 영도구,35.0908,129.0678,26,5
부산 영도구,35.0908,129.0678,18,6
부산 영도구,35.0908,129.0678,19,7
부산 영도구,35.0908,129.0678,23,8
부산 영도구,35.0908,129.0678,25,9
부산 영도구,35.0908,129.0678,25,10
부산 영도구,35.0908,129.0678,25,11
부산 영도구,35.0908,129.0678,26,12
부산 부산진구,35.1632335,129.0529462,113,1
부산 부산진구,35.1632335,129.0529462,124,2
부산 부산진구,35.1632335,129.0529462,112,3
부산 부산진구,35.1632335,129.0529462,137,4
부산 부산진구,35.1632335,129.0529462,139,5
부산 부산진구,35.1632335,129.0529462,101,6
부산 부산진구,35.1632335,129.0529462,110,7
부산 부산진구,35.1632335,129.0529462,115,8
부산 부산진구,35.1632335,129.0529462,144,9
부산 부산진구,35.1632335,129.0529462,93,10
부산 부산진구,35.1632335,129.0529462,124,11
부산 부산진구,35.1632335,129.0529462,118,12
부산 동래구,35.2052,129.0837,65,1
부산 동래구,35.2052,129.0837,68,2
부산 동래구,35.2052,129.0837,62,3
부산 동래구,35.2052,129.0837,69,4
부산 동래구,35.2052,129.0837,68,5
부산 동래구,35.2052,129.0837,82,6
부산 동래구,35.2052,129.0837,64,7
부산 동래구,35.2052,129.0837,58,8
부산 동래구,35.2052,129.0837,60,9
부산 동래구,35.2052,129.0837,55,10
부산 동래구,35.2052,129.0837,74,11
부산 동래구,35.2052,129.0837,59,12
부산 남구,35.1361,129.0843999,61,1
부산 남구,35.1361,129.0843999,58,2
부산 남구,35.1361,129.0843999,68,3
부산 남구,35.1361,129.0843999,71,4
부산 남구,35.1361,129.0843999,57,5
부산 남구,35.1361,129.0843999,76,6
부산 남구,35.1361,129.0843999,66,7
부산 남구,35.1361,129.0843999,69,8
부산 남구,35.1361,129.0843999,71,9
부산 남구,35.1361,129.0843999,61,10
부산 남구,35.1361,129.0843999,67,11
부산 남구,35.1361,129.0843999,61,12
부산 북구,35.1969,128.9901999,47,1
부산 북구,35.1969,128.9901999,40,2
부산 북구,35.1969,128.9901999,61,3
부산 북구,35.1969,128.9901999,56,4
부산 북구,35.1969,128.9901999,64,5
부산 북구,35.1969,128.9901999,48,6
부산 북구,35.1969,128.9901999,56,7
부산 북구,35.1969,128.9901999,70,8
부산 북구,35.1969,128.9901999,61,9
부산 북구,35.1969,128.9901999,66,10
부산 북구,35.1969,128.9901999,58,11
부산 북구,35.1969,128.9901999,53,12
부산 해운대구,35.1629,129.1638,66,1
부산 해운대구,35.1629,129.1638,55,2
부산 해운대구,35.1629,129.1638,44,3
부산 해운대구,35.1629,129.1638,66,4
부산 해운대구,35.1629,129.1638,70,5
부산 해운대구,35.1629,129.1638,59,6
부산 해운대구,35.1629,129.1638,68,7
부산 해운대구,35.1629,129.1638,75,8
부산 해운대구,35.1629,129.1638,71,9
부산 해운대구,35.1629,129.1638,63,10
부산 해운대구,35.1629,129.1638,65,11
부산 해운대구,35.1629,129.1638,65,12
부산 사하구,35.1041,128.9751,75,1
부산 사하구,35.1041,128.9751,76,2
부산 사하구,35.1041,128.9751,80,3
부산 사하구,35.1041,128.9751,70,4
부산 사하구,35.1041,128.9751,94,5
부산 사하구,35.1041,128.9751,75,6
부산 사하구,35.1041,128.9751,73,7
부산 사하구,35.1041,128.9751,87,8
부산 사하구,35.1041,128.9751,82,9
부산 사하구,35.1041,128.9751,92,10
부산 사하구,35.1041,128.9751,76,11
부산 사하구,35.1041,128.9751,66,12
부산 금정구,35.2429,129.0926,45,1
부산 금정구,35.2429,129.0926,57,2
부산 금정구,35.2429,129.0926,73,3
부산 금정구,35.2429,129.0926,62,4
부산 금정구,35.2429,129.0926,62,5
부산 금정구,35.2429,129.0926,69,6
부산 금정구,35.2429,129.0926,71,7
부산 금정구,35.2429,129.0926,54,8
부산 금정구,35.2429,129.0926,84,9
부산 금정구,35.2429,129.0926,77,10
부산 금정구,35.2429,129.0926,69,11
부산 금정구,35.2429,129.0926,56,12
부산 강서구,35.212,128.9805,58,1
부산 강서구,35.212,128.9805,49,2
부산 강서구,35.212,128.9805,51,3
부산 강서구,35.212,128.9805,65,4
부산 강서구,35.212,128.9805,50,5
부산 강서구,35.212,128.9805,72,6
부산 강서구,35.212,128.9805,65,7
부산 강서구,35.212,128.9805,57,8
부산 강서구,35.212,128.9805,60,9
부산 강서구,35.212,128.9805,65,10
부산 강서구,35.212,128.9805,67,11
부산 강서구,35.212,128.9805,58,12
부산 연제구,35.1765,129.0793,54,1
부산 연제구,35.1765,129.0793,41,2
부산 연제구,35.1765,129.0793,55,3
부산 연제구,35.1765,129.0793,61,4
부산 연제구,35.1765,129.0793,53,5
부산 연제구,35.1765,129.0793,57,6
부산 연제구,35.1765,129.0793,69,7
부산 연제구,35.1765,129.0793,74,8
부산 연제구,35.1765,129.0793,58,9
부산 연제구,35.1765,129.0793,71,10
부산 연제구,35.1765,129.0793,57,11
부산 연제구,35.1765,129.0793,51,12
부산 수영구,35.1454,129.1127,58,1
부산 수영구,35.1454,129.1127,73,2
부산 수영구,35.1454,129.1127,67,3
부산 수영구,35.1454,129.1127,71,4
부산 수영구,35.1454,129.1127,87,5
부산 수영구,35.1454,129.1127,51,6
부산 수영구,35.1454,129.1127,89,7
부산 수영구,35.1454,129.1127,83,8
부산 수영구,35.1454,129.1127,63,9
부산 수영구,35.1454,129.1127,56,10
부산 수영구,35.1454,129.1127,75,11
부산 수영구,35.1454,129.1127,65,12
부산 사상구,35.1521,128.9911,48,1
부산 사상구,35.1521,128.9911,47,2
부산 사상구,35.1521,128.9911,59,3
부산 사상구,35.1521,128.9911,45,4
부산 사상구,35.1521,128.9911,67,5
부산 사상구,35.1521,128.9911,44,6
부산 사상구,35.1521,128.9911,50,7
부산 사상구,35.1521,128.9911,43,8
부산 사상구,35.1521,128.9911,54,9
부산 사상구,35.1521,128.9911,70,10
부산 사상구,35.1521,128.9911,57,11
부산 사상구,35.1521,128.9911,47,12
부산 기장군,35.2447818,129.2215462,34,1
부산 기장군,35.2447818,129.2215462,46,2
부산 기장군,35.2447818,129.2215462,48,3
부산 기장군,35.2447818,129.2215462,66,4
부산 기장군,35.2447818,129.2215462,56,5
부산 기장군,35.2447818,129.2215462,61,6
부산 기장군,35.2447818,129.2215462,46,7
부산 기장군,35.2447818,129.2215462,68,8
부산 기장군,35.2447818,129.2215462,52,9
부산 기장군,35.2447818,129.2215462,58,10
부산 기장군,35.2447818,129.2215462,56,11
부산 기장군,35.2447818,129.2215462,57,12
경기 수원시,37.2633325,127.0287472,466,1
경기 수원시,37.2633325,127.0287472,349,2
경기 수원시,37.2633325,127.0287472,389,3
경기 수원시,37.2633325,127.0287472,368,4
경기 수원시,37.2633325,127.0287472,375,5
경기 수원시,37.2633325,127.0287472,373,6
경기 수원시,37.2633325,127.0287472,388,7
경기 수원시,37.2633325,127.0287472,361,8
경기 수원시,37.2633325,127.0287472,397,9
경기 수원시,37.2633325,127.0287472,416,10
경기 수원시,37.2633325,127.0287472,429,11
경기 수원시,37.2633325,127.0287472,409,12
경기 성남시,37.3651229,127.1054443,304,1
경기 성남시,37.3651229,127.1054443,239,2
경기 성남시,37.3651229,127.1054443,281,3
경기 성남시,37.3651229,127.1054443,266,4
경기 성남시,37.3651229,127.1054443,311,5
경기 성남시,37.3651229,127.1054443,294,6
경기 성남시,37.3651229,127.1054443,290,7
경기 성남시,37.3651229,127.1054443,293,8
경기 성남시,37.3651229,127.1054443,301,9
경기 성남시,37.3651229,127.1054443,335,10
경기 성남시,37.3651229,127.1054443,309,11
경기 성남시,37.3651229,127.1054443,264,12
경기 의정부시,37.7442313,127.0443128,101,1
경기 의정부시,37.7442313,127.0443128,113,2
경기 의정부시,37.7442313,127.0443128,119,3
경기 의정부시,37.7442313,127.0443128,122,4
경기 의정부시,37.7442313,127.0443128,125,5
경기 의정부시,37.7442313,127.0443128,132,6
경기 의정부시,37.7442313,127.0443128,113,7
경기 의정부시,37.7442313,127.0443128,102,8
경기 의정부시,37.7442313,127.0443128,125,9
경기 의정부시,37.7442313,127.0443128,140,10
경기 의정부시,37.7442313,127.0443128,134,11
경기 의정부시,37.7442313,127.0443128,116,12
경기 안양시,37.3938528,126.9570605,90,1
경기 안양시,37.3938528,126.9570605,85,2
경기 안양시,37.3938528,126.9570605,101,3
경기 안양시,37.3938528,126.9570605,117,4
경기 안양시,37.3938528,126.9570605,137,5
경기 안양시,37.3938528,126.9570605,118,6
경기 안양시,37.3938528,126.9570605,109,7
경기 안양시,37.3938528,126.9570605,115,8
경기 안양시,37.3938528,126.9570605,120,9
경기 안양시,37.3938528,126.9570605,97,10
경기 안양시,37.3938528,126.9570605,102,11
경기 안양시,37.3938528,126.9570605,78,12
경기 부천시,37.5021254,126.7773245,264,1
경기 부천시,37.5021254,126.7773245,241,2
경기 부천시,37.5021254,126.7773245,235,3
경기 부천시,37.5021254,126.7773245,234,4
경기 부천시,37.5021254,126.7773245,269,5
경기 부천시,37.5021254,126.7773245,278,6
경기 부천시,37.5021254,126.7773245,274,7
경기 부천시,37.5021254,126.7773245,284,8
경기 부천시,37.5021254,126.7773245,270,9
경기 부천시,37.5021254,126.7773245,273,10
경기 부천시,37.5021254,126.7773245,249,11
경기 부천시,37.5021254,126.7773245,244,12
경기 안산시,37.3217152,126.8308604,268,1
경기 안산시,37.3217152,126.8308604,248,2
경기 안산시,37.3217152,126.8308604,294,3
경기 안산시,37.3217152,126.8308604,311,4
경기 안산시,37.3217152,126.8308604,319,5
경기 안산시,37.3217152,126.8308604,262,6
경기 안산시,37.3217152,126.8308604,294,7
경기 안산시,37.3217152,126.8308604,288,8
경기 안산시,37.3217152,126.8308604,301,9
경기 안산시,37.3217152,126.8308604,356,10
경기 안산시,37.3217152,126.8308604,304,11
경기 안산시,37.3217152,126.8308604,268,12
경기 평택시,36.9924966,127.1127168,302,1
경기 평택시,36.9924966,127.1127168,247,2
경기 평택시,36.9924966,127.1127168,256,3
경기 평택시,36.9924966,127.1127168,276,4
경기 평택시,36.9924966,127.1127168,272,5
경기 평택시,36.9924966,127.1127168,236,6
경기 평택시,36.9924966,127.1127168,246,7
경기 평택시,36.9924966,127.1127168,270,8
경기 평택시,36.9924966,127.1127168,221,9
경기 평택시,36.9924966,127.1127168,276,10
경기 평택시,36.9924966,127.1127168,245,11
경기 평택시,36.9924966,127.1127168,237,12
경기 광명시,37.4785475,126.8643937,85,1
경기 광명시,37.4785475,126.8643937,83,2
경기 광명시,37.4785475,126.8643937,72,3
경기 광명시,37.4785475,126.8643937,88,4
경기 광명시,37.4785475,126.8643937,92,5
경기 광명시,37.4785475,126.8643937,74,6
경기 광명시,37.4785475,126.8643937,92,7
경기 광명시,37.4785475,126.8643937,76,8
경기 광명시,37.4785475,126.8643937,103,9
경기 광명시,37.4785475,126.8643937,102,10
경기 광명시,37.4785475,126.8643937,112,11
경기 광명시,37.4785475,126.8643937,115,12
경기 구리시,37.5888053,127.1609126,43,1
경기 구리시,37.5888053,127.1609126,65,2
경기 구리시,37.5888053,127.1609126,61,3
경기 구리시,37.5888053,127.1609126,73,4
경기 구리시,37.5888053,127.1609126,52,5
경기 구리시,37.5888053,127.1609126,77,6
경기 구리시,37.5888053,127.1609126,60,7
경기 구리시,37.5888053,127.1609126,78,8
경기 구리시,37.5888053,127.1609126,54,9
경기 구리시,37.5888053,127.1609126,80,10
경기 구리시,37.5888053,127.1609126,78,11
경기 구리시,37.5888053,127.1609126,66,12
경기 양주시,37.8409487,127.0543873,99,1
경기 양주시,37.8409487,127.0543873,89,2
경기 양주시,37.8409487,127.0543873,96,3
경기 양주시,37.8409487,127.0543873,96,4
경기 양주시,37.8409487,127.0543873,112,5
경기 양주시,37.8409487,127.0543873,112,6
경기 양주시,37.8409487,127.0543873,104,7
경기 양주시,37.8409487,127.0543873,110,8
경기 양주시,37.8409487,127.0543873,104,9
경기 양주시,37.8409487,127.0543873,119,10
경기 양주시,37.8409487,127.0543873,116,11
경기 양주시,37.8409487,127.0543873,113,12
경기 여주시,37.2982901,127.637033,43,1
경기 여주시,37.2982901,127.637033,41,2
경기 여주시,37.2982901,127.637033,40,3
경기 여주시,37.2982901,127.637033,54,4
경기 여주시,37.2982901,127.637033,51,5
경기 여주시,37.2982901,127.637033,45,6
경기 여주시,37.2982901,127.637033,55,7
경기 여주시,37.2982901,127.637033,39,8
경기 여주시,37.2982901,127.637033,51,9
경기 여주시,37.2982901,127.637033,51,10
경기 여주시,37.2982901,127.637033,40,11
경기 여주시,37.2982901,127.637033,38,12
경기 화성시,37.1994653,126.8312632,308,1
경기 화성시,37.1994653,126.8312632,243,2
경기 화성시,37.1994653,126.8312632,278,3
경기 화성시,37.1994653,126.8312632,307,4
경기 화성시,37.1994653,126.8312632,331,5
경기 화성시,37.1994653,126.8312632,302,6
경기 화성시,37.1994653,126.8312632,299,7
경기 화성시,37.1994653,126.8312632,312,8
경기 화성시,37.1994653,126.8312632,319,9
경기 화성시,37.1994653,126.8312632,353,10
경기 화성시,37.1994653,126.8312632,341,11
경기 화성시,37.1994653,126.8312632,318,12
경기 시흥시,37.4132332,126.8395828,158,1
경기 시흥시,37.4132332,126.8395828,152,2
경기 시흥시,37.4132332,126.8395828,172,3
경기 시흥시,37.4132332,126.8395828,190,4
